participant_id,rt,key_press,trial_type,trial_index,trial_index_global,time_elapsed,internal_chunk_id,responses,correct,stimulus,block_value,response,stim_type
5555555,102.66666666666424,70,single-audio,4,419,1069224,0-0,,,/static/mp3/sad.neg.congr.07.mp3,aud_ton,emotion.congr,con
5555555,30.6666666667752,70,single-audio,5,420,1070452,0-0,,,/static/mp3/hap.neg.incon.05.mp3,aud_ton,emotion.incon,incon
5555555,9.333333333415794,70,single-audio,6,421,1071682,0-0,,,/static/mp3/sad.neg.congr.09.mp3,aud_ton,emotion.congr,con
5555555,100.00000000013642,70,single-audio,7,422,1072997,0-0,,,/static/mp3/sad.neg.congr.01.mp3,aud_ton,emotion.congr,con
5555555,-78.66666666654965,70,single-audio,8,423,1074136,0-0,,,/static/mp3/hap.pos.congr.05.mp3,aud_ton,emotion.congr,con
5555555,-59.99999999994543,70,single-audio,9,424,1075276,0-0,,,/static/mp3/hap.neg.incon.01.mp3,aud_ton,emotion.incon,incon
5555555,-59.99999999971806,70,single-audio,10,425,1076410,0-0,,,/static/mp3/hap.neg.incon.08.mp3,aud_ton,emotion.incon,incon
5555555,19.99999999998181,70,single-audio,11,426,1077644,0-0,,,/static/mp3/hap.pos.congr.07.mp3,aud_ton,emotion.congr,con
5555555,41.333333333341216,70,single-audio,12,427,1078895,0-0,,,/static/mp3/hap.neg.incon.09.mp3,aud_ton,emotion.incon,incon
5555555,30.6666666667752,70,single-audio,13,428,1080120,0-0,,,/static/mp3/sad.pos.incon.11.mp3,aud_ton,emotion.incon,incon
5555555,9.333333333415794,70,single-audio,14,429,1081321,0-0,,,/static/mp3/hap.neg.incon.02.mp3,aud_ton,emotion.incon,incon
5555555,49.333333333379414,70,single-audio,15,430,1082571,0-0,,,/static/mp3/sad.neg.congr.06.mp3,aud_ton,emotion.congr,con
5555555,12.000000000170985,70,single-audio,16,431,1083776,0-0,,,/static/mp3/hap.neg.incon.04.mp3,aud_ton,emotion.incon,incon
5555555,30.6666666667752,70,single-audio,17,432,1085018,0-0,,,/static/mp3/hap.pos.congr.04.mp3,aud_ton,emotion.congr,con
5555555,-59.99999999994543,70,single-audio,18,433,1086160,0-0,,,/static/mp3/hap.pos.congr.10.mp3,aud_ton,emotion.congr,con
5555555,20.000000000209184,70,single-audio,19,434,1087373,0-0,,,/static/mp3/hap.neg.incon.07.mp3,aud_ton,emotion.incon,incon
5555555,20.000000000209184,70,single-audio,20,435,1088605,0-0,,,/static/mp3/sad.pos.incon.03.mp3,aud_ton,emotion.incon,incon
5555555,100.00000000013642,70,single-audio,21,436,1089906,0-0,,,/static/mp3/hap.neg.incon.10.mp3,aud_ton,emotion.incon,incon
5555555,-9.33333333318842,70,single-audio,22,437,1091081,0-0,,,/static/mp3/sad.pos.incon.02.mp3,aud_ton,emotion.incon,incon
5555555,60.000000000172804,70,single-audio,23,438,1092347,0-0,,,/static/mp3/sad.pos.incon.08.mp3,aud_ton,emotion.incon,incon
5555555,81.33333333330484,70,single-audio,24,439,1093637,0-0,,,/static/mp3/sad.pos.incon.06.mp3,aud_ton,emotion.incon,incon
5555555,89.33333333357041,70,single-audio,25,440,1094924,0-0,,,/static/mp3/sad.neg.congr.03.mp3,aud_ton,emotion.congr,con
5555555,67.99999999998363,70,single-audio,26,441,1096192,0-0,,,/static/mp3/hap.pos.congr.02.mp3,aud_ton,emotion.congr,con
5555555,49.333333333379414,70,single-audio,27,442,1097457,0-0,,,/static/mp3/hap.pos.congr.11.mp3,aud_ton,emotion.congr,con
5555555,100.00000000013642,70,single-audio,28,443,1098772,0-0,,,/static/mp3/hap.pos.congr.01.mp3,aud_ton,emotion.congr,con
5555555,92.00000000009823,70,single-audio,29,444,1100070,0-0,,,/static/mp3/sad.neg.congr.10.mp3,aud_ton,emotion.congr,con
5555555,89.33333333334303,70,single-audio,30,445,1101363,0-0,,,/static/mp3/sad.pos.incon.01.mp3,aud_ton,emotion.incon,incon
5555555,99.99999999990905,70,single-audio,31,446,1102667,0-0,,,/static/mp3/sad.neg.congr.08.mp3,aud_ton,emotion.congr,con
5555555,-99.99999999990905,70,single-audio,32,447,1103766,0-0,,,/static/mp3/sad.neg.congr.02.mp3,aud_ton,emotion.congr,con
5555555,60.000000000172804,70,single-audio,33,448,1105028,0-0,,,/static/mp3/sad.neg.congr.11.mp3,aud_ton,emotion.congr,con
5555555,60.000000000172804,70,single-audio,34,449,1106282,0-0,,,/static/mp3/hap.neg.incon.06.mp3,aud_ton,emotion.incon,incon
5555555,28.000000000247383,70,single-audio,35,450,1107512,0-0,,,/static/mp3/hap.neg.incon.03.mp3,aud_ton,emotion.incon,incon
5555555,49.333333333379414,70,single-audio,36,451,1108767,0-0,,,/static/mp3/sad.neg.congr.05.mp3,aud_ton,emotion.congr,con
5555555,-99.99999999990905,70,single-audio,37,452,1109866,0-0,,,/static/mp3/sad.pos.incon.04.mp3,aud_ton,emotion.incon,incon
5555555,70.66666666673882,70,single-audio,38,453,1111124,0-0,,,/static/mp3/hap.neg.incon.11.mp3,aud_ton,emotion.incon,incon
5555555,67.99999999998363,70,single-audio,39,454,1112381,0-0,,,/static/mp3/hap.pos.congr.09.mp3,aud_ton,emotion.congr,con
5555555,70.66666666673882,70,single-audio,40,455,1113654,0-0,,,/static/mp3/sad.neg.congr.04.mp3,aud_ton,emotion.congr,con
5555555,100.00000000013642,70,single-audio,41,456,1114941,0-0,,,/static/mp3/sad.pos.incon.05.mp3,aud_ton,emotion.incon,incon
5555555,73.33333333349401,70,single-audio,42,457,1116223,0-0,,,/static/mp3/hap.pos.congr.06.mp3,aud_ton,emotion.congr,con
5555555,81.33333333330484,70,single-audio,43,458,1117499,0-0,,,/static/mp3/sad.pos.incon.07.mp3,aud_ton,emotion.incon,incon
